,dep_delay,arr_delay,difference
124206,16.0,14.0,2.0
124207,47.0,28.0,19.0
124215,67.0,51.0,16.0
124219,21.0,18.0,3.0
124221,7.0,9.0,-2.0
124229,90.0,85.0,5.0
124231,20.0,9.0,11.0
124238,70.0,97.0,-27.0
124250,109.0,107.0,2.0
124257,41.0,11.0,30.0
124258,8.0,13.0,-5.0
124260,3.0,50.0,-47.0
124261,50.0,33.0,17.0
124268,10.0,9.0,1.0
124280,6.0,0.0,6.0
124281,2.0,-19.0,21.0
124282,5.0,0.0,5.0
124283,3.0,-22.0,25.0
124285,11.0,23.0,-12.0
124287,99.0,86.0,13.0
124288,90.0,70.0,20.0
124289,4.0,-2.0,6.0
124297,20.0,7.0,13.0
124314,13.0,10.0,3.0
124317,1.0,-11.0,12.0
124320,14.0,5.0,9.0
124322,5.0,-25.0,30.0
124323,9.0,2.0,7.0
124327,1.0,-12.0,13.0
124343,5.0,-2.0,7.0
124352,6.0,-14.0,20.0
124353,15.0,20.0,-5.0
124360,7.0,-1.0,8.0
124367,4.0,9.0,-5.0
124369,32.0,14.0,18.0
124374,2.0,33.0,-31.0
124375,1.0,-35.0,36.0
124396,7.0,-9.0,16.0
124405,42.0,15.0,27.0
124412,48.0,6.0,42.0
124416,31.0,29.0,2.0
124418,4.0,22.0,-18.0
124426,17.0,21.0,-4.0
124435,13.0,27.0,-14.0
124436,1.0,5.0,-4.0
124438,17.0,10.0,7.0
124442,18.0,19.0,-1.0
124443,14.0,2.0,12.0
124446,22.0,17.0,5.0
124447,1.0,3.0,-2.0
124450,8.0,5.0,3.0
124454,4.0,-8.0,12.0
124456,2.0,-7.0,9.0
124460,4.0,-17.0,21.0
124469,3.0,-25.0,28.0
124472,10.0,-14.0,24.0
124474,75.0,68.0,7.0
124475,8.0,-27.0,35.0
124476,11.0,-1.0,12.0
124477,10.0,1.0,9.0
124478,5.0,-2.0,7.0
124479,15.0,6.0,9.0
124481,25.0,7.0,18.0
124482,10.0,4.0,6.0
124485,6.0,5.0,1.0
124488,13.0,2.0,11.0
124490,16.0,15.0,1.0
124492,14.0,9.0,5.0
124497,18.0,28.0,-10.0
124500,9.0,18.0,-9.0
124501,8.0,3.0,5.0
124504,19.0,35.0,-16.0
124507,4.0,15.0,-11.0
124508,39.0,20.0,19.0
124513,2.0,6.0,-4.0
124518,55.0,77.0,-22.0
124519,10.0,-5.0,15.0
124523,45.0,52.0,-7.0
124526,49.0,33.0,16.0
124527,5.0,13.0,-8.0
124528,4.0,-16.0,20.0
124531,70.0,67.0,3.0
124534,74.0,76.0,-2.0
124538,56.0,62.0,-6.0
124539,71.0,93.0,-22.0
124542,9.0,-10.0,19.0
124547,89.0,97.0,-8.0
124548,166.0,165.0,1.0
124550,2.0,6.0,-4.0
124551,1.0,-8.0,9.0
124555,50.0,57.0,-7.0
124561,13.0,27.0,-14.0
124586,6.0,-12.0,18.0
124589,25.0,-4.0,29.0
124592,39.0,29.0,10.0
124595,11.0,17.0,-6.0
124596,27.0,15.0,12.0
124598,26.0,38.0,-12.0
124599,5.0,3.0,2.0
124602,3.0,-7.0,10.0
124603,20.0,20.0,0.0
124604,39.0,30.0,9.0
124605,48.0,64.0,-16.0
124606,20.0,26.0,-6.0
124608,19.0,21.0,-2.0
124609,7.0,1.0,6.0
124610,19.0,21.0,-2.0
124611,39.0,26.0,13.0
124612,2.0,-7.0,9.0
124613,2.0,-9.0,11.0
124614,1.0,1.0,0.0
124615,1.0,-4.0,5.0
124616,2.0,-5.0,7.0
124617,26.0,18.0,8.0
124619,20.0,8.0,12.0
124622,17.0,-1.0,18.0
124631,18.0,13.0,5.0
124632,9.0,2.0,7.0
124637,12.0,-16.0,28.0
124640,16.0,3.0,13.0
124642,11.0,-5.0,16.0
124645,37.0,23.0,14.0
124646,30.0,20.0,10.0
124649,26.0,9.0,17.0
124650,10.0,-11.0,21.0
124654,35.0,26.0,9.0
124666,26.0,25.0,1.0
124667,94.0,110.0,-16.0
124668,70.0,115.0,-45.0
124672,4.0,6.0,-2.0
124673,1.0,6.0,-5.0
124677,2.0,-10.0,12.0
124680,16.0,10.0,6.0
124682,9.0,4.0,5.0
124687,11.0,0.0,11.0
124688,7.0,10.0,-3.0
124697,186.0,173.0,13.0
124698,35.0,34.0,1.0
124703,66.0,69.0,-3.0
124721,5.0,16.0,-11.0
124722,29.0,33.0,-4.0
124724,1.0,8.0,-7.0
124738,1.0,-18.0,19.0
124750,262.0,255.0,7.0
124755,70.0,80.0,-10.0
124757,6.0,8.0,-2.0
124764,13.0,15.0,-2.0
124768,3.0,-7.0,10.0
124772,25.0,13.0,12.0
124774,37.0,30.0,7.0
124775,68.0,68.0,0.0
124776,1.0,56.0,-55.0
124778,29.0,26.0,3.0
124784,4.0,10.0,-6.0
124789,13.0,27.0,-14.0
124790,43.0,45.0,-2.0
124793,46.0,36.0,10.0
124794,4.0,-11.0,15.0
124800,7.0,18.0,-11.0
124802,3.0,-3.0,6.0
124809,19.0,8.0,11.0
124810,74.0,67.0,7.0
124811,3.0,-7.0,10.0
124814,3.0,3.0,0.0
124817,385.0,368.0,17.0
124824,61.0,57.0,4.0
124825,1.0,-16.0,17.0
124826,59.0,42.0,17.0
124827,43.0,47.0,-4.0
124828,2.0,14.0,-12.0
124829,12.0,14.0,-2.0
124837,29.0,11.0,18.0
124839,21.0,6.0,15.0
124840,2.0,-7.0,9.0
124842,85.0,72.0,13.0
124845,12.0,15.0,-3.0
124846,6.0,-7.0,13.0
124847,12.0,-4.0,16.0
124848,4.0,-9.0,13.0
124849,7.0,-1.0,8.0
124850,311.0,276.0,35.0
124851,68.0,69.0,-1.0
124852,40.0,35.0,5.0
124853,2.0,-9.0,11.0
124854,3.0,-5.0,8.0
124856,7.0,-19.0,26.0
124858,24.0,7.0,17.0
124866,27.0,10.0,17.0
124868,22.0,13.0,9.0
124876,1.0,8.0,-7.0
124880,10.0,0.0,10.0
124885,10.0,-14.0,24.0
124886,7.0,16.0,-9.0
124887,8.0,-9.0,17.0
124893,1.0,-2.0,3.0
124896,34.0,21.0,13.0
124905,132.0,142.0,-10.0
124910,25.0,44.0,-19.0
124912,182.0,155.0,27.0
124914,2.0,-14.0,16.0
124919,14.0,12.0,2.0
124920,92.0,86.0,6.0
124924,2.0,-5.0,7.0
124925,11.0,-11.0,22.0
124926,116.0,77.0,39.0
124927,37.0,42.0,-5.0
124929,20.0,-3.0,23.0
124930,33.0,32.0,1.0
124936,1.0,-9.0,10.0
124938,41.0,33.0,8.0
124941,5.0,10.0,-5.0
124949,68.0,60.0,8.0
124956,2.0,-2.0,4.0
124958,64.0,64.0,0.0
124967,66.0,77.0,-11.0
124968,3.0,-11.0,14.0
124971,54.0,23.0,31.0
124972,55.0,49.0,6.0
124976,7.0,33.0,-26.0
124977,20.0,7.0,13.0
124978,125.0,106.0,19.0
124980,17.0,-12.0,29.0
124983,119.0,147.0,-28.0
124987,104.0,101.0,3.0
124988,210.0,203.0,7.0
124993,87.0,100.0,-13.0
124994,240.0,232.0,8.0
124996,1.0,-4.0,5.0
124997,94.0,89.0,5.0
124998,30.0,18.0,12.0
125003,28.0,18.0,10.0
125004,12.0,1.0,11.0
125008,27.0,15.0,12.0
125010,2.0,-9.0,11.0
125012,14.0,7.0,7.0
125014,6.0,-7.0,13.0
125016,16.0,6.0,10.0
125018,46.0,21.0,25.0
125019,11.0,8.0,3.0
125020,11.0,-7.0,18.0
125021,2.0,-9.0,11.0
125027,19.0,16.0,3.0
125028,5.0,-5.0,10.0
125034,38.0,26.0,12.0
125035,114.0,115.0,-1.0
125036,62.0,114.0,-52.0
125038,37.0,75.0,-38.0
125039,18.0,41.0,-23.0
125040,180.0,208.0,-28.0
125041,2.0,2.0,0.0
125045,51.0,51.0,0.0
125046,51.0,58.0,-7.0
125049,21.0,29.0,-8.0
125051,65.0,48.0,17.0
125052,71.0,52.0,19.0
125053,44.0,72.0,-28.0
125056,19.0,24.0,-5.0
125057,22.0,14.0,8.0
125060,136.0,159.0,-23.0
125061,201.0,233.0,-32.0
125062,254.0,265.0,-11.0
125064,215.0,293.0,-78.0
125065,10.0,5.0,5.0
125067,49.0,42.0,7.0
125068,41.0,29.0,12.0
125069,301.0,322.0,-21.0
125070,59.0,82.0,-23.0
125073,45.0,45.0,0.0
125074,50.0,66.0,-16.0
125076,86.0,79.0,7.0
125080,19.0,-8.0,27.0
125084,284.0,301.0,-17.0
125089,14.0,-19.0,33.0
125097,1.0,-15.0,16.0
125099,75.0,86.0,-11.0
125104,80.0,68.0,12.0
125105,183.0,165.0,18.0
125107,4.0,-5.0,9.0
125108,48.0,56.0,-8.0
125114,28.0,41.0,-13.0
125116,5.0,6.0,-1.0
125117,8.0,17.0,-9.0
125119,24.0,1.0,23.0
125134,1.0,10.0,-9.0
125136,1.0,17.0,-16.0
125138,285.0,274.0,11.0
125139,7.0,-5.0,12.0
125146,1.0,-17.0,18.0
125152,9.0,13.0,-4.0
125155,33.0,19.0,14.0
125156,61.0,53.0,8.0
125159,62.0,57.0,5.0
125160,12.0,11.0,1.0
125166,3.0,5.0,-2.0
125167,9.0,2.0,7.0
125176,56.0,37.0,19.0
125180,8.0,-13.0,21.0
125181,3.0,4.0,-1.0
125186,178.0,174.0,4.0
125187,38.0,42.0,-4.0
125193,8.0,-4.0,12.0
125199,113.0,97.0,16.0
125203,6.0,-5.0,11.0
125204,25.0,64.0,-39.0
125206,68.0,38.0,30.0
125207,4.0,16.0,-12.0
125209,6.0,-6.0,12.0
125211,4.0,56.0,-52.0
125212,21.0,10.0,11.0
125214,2.0,-10.0,12.0
125216,60.0,76.0,-16.0
125217,329.0,352.0,-23.0
125218,87.0,79.0,8.0
125219,78.0,67.0,11.0
125220,4.0,-12.0,16.0
125222,13.0,98.0,-85.0
125223,7.0,-1.0,8.0
125224,18.0,25.0,-7.0
125225,112.0,95.0,17.0
125229,229.0,278.0,-49.0
125231,2.0,-3.0,5.0
125233,110.0,112.0,-2.0
125235,105.0,81.0,24.0
125237,7.0,3.0,4.0
125238,5.0,6.0,-1.0
125242,7.0,5.0,2.0
125243,9.0,2.0,7.0
125244,6.0,-3.0,9.0
125245,5.0,-2.0,7.0
125246,5.0,14.0,-9.0
125248,15.0,18.0,-3.0
125250,12.0,47.0,-35.0
125251,11.0,3.0,8.0
125255,41.0,52.0,-11.0
125256,5.0,63.0,-58.0
125257,50.0,47.0,3.0
125258,1.0,-20.0,21.0
125260,1.0,-7.0,8.0
125266,83.0,84.0,-1.0
125267,2.0,2.0,0.0
125268,3.0,15.0,-12.0
125274,6.0,19.0,-13.0
125275,16.0,26.0,-10.0
125277,2.0,-5.0,7.0
125278,2.0,-14.0,16.0
125279,1.0,10.0,-9.0
125280,18.0,36.0,-18.0
125285,7.0,-7.0,14.0
125286,2.0,16.0,-14.0
125287,2.0,3.0,-1.0
125289,15.0,7.0,8.0
125294,54.0,63.0,-9.0
125298,5.0,2.0,3.0
125303,9.0,2.0,7.0
125304,15.0,-9.0,24.0
125306,17.0,21.0,-4.0
125308,59.0,49.0,10.0
125309,58.0,62.0,-4.0
125312,128.0,116.0,12.0
125313,60.0,37.0,23.0
125314,19.0,10.0,9.0
125315,5.0,-1.0,6.0
125317,11.0,17.0,-6.0
125321,8.0,57.0,-49.0
125322,64.0,99.0,-35.0
125324,64.0,90.0,-26.0
125325,51.0,79.0,-28.0
125326,51.0,31.0,20.0
125329,185.0,191.0,-6.0
125330,260.0,221.0,39.0
125331,49.0,24.0,25.0
125332,155.0,154.0,1.0
125333,38.0,51.0,-13.0
125334,8.0,45.0,-37.0
125335,35.0,17.0,18.0
125336,28.0,40.0,-12.0
125337,195.0,161.0,34.0
125340,6.0,3.0,3.0
125342,28.0,26.0,2.0
125343,19.0,54.0,-35.0
125345,15.0,12.0,3.0
125346,68.0,56.0,12.0
125347,22.0,51.0,-29.0
125348,7.0,17.0,-10.0
125351,6.0,8.0,-2.0
125357,8.0,-7.0,15.0
125358,7.0,-1.0,8.0
125359,180.0,191.0,-11.0
125360,189.0,194.0,-5.0
125362,20.0,37.0,-17.0
125365,147.0,157.0,-10.0
125368,30.0,48.0,-18.0
125371,1.0,-14.0,15.0
125372,3.0,5.0,-2.0
125373,14.0,38.0,-24.0
125374,5.0,13.0,-8.0
125377,3.0,10.0,-7.0
125378,36.0,28.0,8.0
125379,1.0,8.0,-7.0
125380,20.0,15.0,5.0
125382,39.0,27.0,12.0
125383,1.0,-13.0,14.0
125384,10.0,-4.0,14.0
125385,37.0,15.0,22.0
125386,26.0,24.0,2.0
125387,2.0,2.0,0.0
125388,17.0,15.0,2.0
125389,107.0,109.0,-2.0
125390,6.0,-3.0,9.0
125391,11.0,10.0,1.0
125394,12.0,-5.0,17.0
125398,26.0,5.0,21.0
125399,5.0,7.0,-2.0
125400,11.0,5.0,6.0
125402,9.0,8.0,1.0
125403,1.0,1.0,0.0
125405,46.0,47.0,-1.0
125406,46.0,44.0,2.0
125408,8.0,-6.0,14.0
125409,6.0,4.0,2.0
125410,6.0,-19.0,25.0
125412,33.0,26.0,7.0
125420,4.0,-10.0,14.0
125421,8.0,-5.0,13.0
125422,11.0,9.0,2.0
125425,9.0,-4.0,13.0
125427,2.0,-9.0,11.0
125433,10.0,2.0,8.0
125434,13.0,12.0,1.0
125436,6.0,-7.0,13.0
125442,35.0,37.0,-2.0
125443,50.0,41.0,9.0
125445,4.0,2.0,2.0
125450,34.0,34.0,0.0
125451,26.0,25.0,1.0
125452,2.0,-3.0,5.0
125453,637.0,626.0,11.0
125456,51.0,32.0,19.0
125458,2.0,1.0,1.0
125461,68.0,51.0,17.0
125462,21.0,10.0,11.0
125467,5.0,2.0,3.0
125486,72.0,73.0,-1.0
125495,2.0,8.0,-6.0
125506,13.0,16.0,-3.0
125507,16.0,14.0,2.0
125509,5.0,9.0,-4.0
125523,10.0,-5.0,15.0
125524,17.0,10.0,7.0
125527,2.0,-11.0,13.0
125531,2.0,-4.0,6.0
125545,3.0,-12.0,15.0
125549,14.0,4.0,10.0
125551,7.0,-8.0,15.0
125553,4.0,-3.0,7.0
125556,15.0,31.0,-16.0
125558,10.0,-6.0,16.0
125559,7.0,3.0,4.0
125565,18.0,3.0,15.0
125570,13.0,10.0,3.0
125571,14.0,7.0,7.0
125572,2.0,4.0,-2.0
125575,6.0,-5.0,11.0
125576,14.0,6.0,8.0
125577,1.0,-3.0,4.0
125580,2.0,1.0,1.0
125581,84.0,81.0,3.0
125587,18.0,16.0,2.0
125590,9.0,0.0,9.0
125591,130.0,114.0,16.0
125596,29.0,17.0,12.0
125599,98.0,96.0,2.0
125600,7.0,7.0,0.0
125604,78.0,77.0,1.0
125605,24.0,7.0,17.0
125615,4.0,61.0,-57.0
125618,6.0,27.0,-21.0
125625,94.0,101.0,-7.0
125627,154.0,132.0,22.0
125628,170.0,167.0,3.0
125630,16.0,79.0,-63.0
125631,46.0,80.0,-34.0
125641,65.0,43.0,22.0
125643,38.0,54.0,-16.0
125651,200.0,206.0,-6.0
125654,42.0,43.0,-1.0
125655,25.0,3.0,22.0
125656,323.0,347.0,-24.0
125661,16.0,10.0,6.0
125662,13.0,22.0,-9.0
125664,12.0,5.0,7.0
125670,268.0,258.0,10.0
125674,17.0,3.0,14.0
125675,12.0,13.0,-1.0
125676,4.0,12.0,-8.0
125682,6.0,1.0,5.0
125686,2.0,-2.0,4.0
125694,12.0,15.0,-3.0
125695,11.0,9.0,2.0
125697,19.0,27.0,-8.0
125702,1.0,22.0,-21.0
125705,24.0,14.0,10.0
125709,15.0,7.0,8.0
125713,35.0,21.0,14.0
125714,21.0,-15.0,36.0
125735,6.0,1.0,5.0
125736,116.0,113.0,3.0
125740,58.0,50.0,8.0
125741,55.0,63.0,-8.0
125742,25.0,21.0,4.0
125743,34.0,27.0,7.0
125745,162.0,163.0,-1.0
125746,44.0,16.0,28.0
125747,81.0,74.0,7.0
125750,2.0,-7.0,9.0
125751,18.0,9.0,9.0
125753,88.0,68.0,20.0
125757,38.0,28.0,10.0
125760,6.0,-8.0,14.0
125761,29.0,23.0,6.0
125763,6.0,-3.0,9.0
125767,7.0,-2.0,9.0
125769,23.0,27.0,-4.0
125770,26.0,38.0,-12.0
125771,2.0,-10.0,12.0
125772,5.0,-1.0,6.0
125773,2.0,-3.0,5.0
125774,37.0,28.0,9.0
125776,1.0,-9.0,10.0
125779,6.0,-5.0,11.0
125782,2.0,-11.0,13.0
125783,3.0,-12.0,15.0
125784,3.0,-1.0,4.0
125785,3.0,34.0,-31.0
125786,276.0,291.0,-15.0
125787,22.0,51.0,-29.0
125790,23.0,24.0,-1.0
125791,40.0,32.0,8.0
125792,2.0,-3.0,5.0
125793,1.0,-7.0,8.0
125794,6.0,-10.0,16.0
125795,5.0,3.0,2.0
125796,21.0,8.0,13.0
125798,110.0,109.0,1.0
125800,23.0,0.0,23.0
125801,9.0,1.0,8.0
125805,2.0,-18.0,20.0
125806,152.0,127.0,25.0
125808,11.0,7.0,4.0
125809,27.0,11.0,16.0
125810,7.0,-12.0,19.0
125811,17.0,6.0,11.0
125812,8.0,13.0,-5.0
125815,1.0,4.0,-3.0
125816,6.0,28.0,-22.0
125817,50.0,77.0,-27.0
125818,35.0,29.0,6.0
125819,14.0,15.0,-1.0
125822,23.0,19.0,4.0
125823,2.0,-8.0,10.0
125824,1.0,-12.0,13.0
125825,2.0,-1.0,3.0
125827,9.0,1.0,8.0
125828,24.0,20.0,4.0
125829,188.0,185.0,3.0
125831,2.0,9.0,-7.0
125834,4.0,0.0,4.0
125835,12.0,5.0,7.0
125836,14.0,3.0,11.0
125837,11.0,16.0,-5.0
125839,13.0,1.0,12.0
125840,18.0,5.0,13.0
125841,3.0,-16.0,19.0
125842,17.0,25.0,-8.0
125848,22.0,24.0,-2.0
125849,12.0,12.0,0.0
125861,7.0,2.0,5.0
125864,32.0,31.0,1.0
125868,2.0,0.0,2.0
125874,9.0,-5.0,14.0
125877,5.0,15.0,-10.0
125878,14.0,6.0,8.0
125880,13.0,-5.0,18.0
125889,43.0,36.0,7.0
125890,63.0,53.0,10.0
125893,4.0,-7.0,11.0
125899,2.0,-6.0,8.0
125903,20.0,-2.0,22.0
125905,1.0,-23.0,24.0
125908,39.0,37.0,2.0
125910,173.0,176.0,-3.0
125911,52.0,62.0,-10.0
125915,44.0,53.0,-9.0
125917,10.0,8.0,2.0
125919,22.0,29.0,-7.0
125920,34.0,17.0,17.0
125923,8.0,-13.0,21.0
125924,4.0,6.0,-2.0
125925,11.0,8.0,3.0
125926,5.0,26.0,-21.0
125927,3.0,5.0,-2.0
125928,63.0,74.0,-11.0
125931,12.0,1.0,11.0
125932,62.0,63.0,-1.0
125933,18.0,6.0,12.0
125934,2.0,-15.0,17.0
125936,8.0,15.0,-7.0
125937,7.0,-9.0,16.0
125938,5.0,8.0,-3.0
125939,24.0,11.0,13.0
125940,6.0,17.0,-11.0
125941,42.0,42.0,0.0
125944,6.0,5.0,1.0
125945,35.0,30.0,5.0
125947,45.0,58.0,-13.0
125948,1.0,9.0,-8.0
125949,35.0,36.0,-1.0
125950,118.0,122.0,-4.0
125951,3.0,-12.0,15.0
125953,25.0,21.0,4.0
125955,3.0,8.0,-5.0
125956,36.0,27.0,9.0
125957,104.0,99.0,5.0
125961,25.0,16.0,9.0
125962,2.0,-12.0,14.0
125965,1.0,0.0,1.0
125966,15.0,4.0,11.0
125967,20.0,11.0,9.0
125968,15.0,5.0,10.0
125971,13.0,11.0,2.0
125976,103.0,104.0,-1.0
125978,141.0,140.0,1.0
125979,46.0,51.0,-5.0
125982,24.0,19.0,5.0
125984,71.0,66.0,5.0
125986,54.0,48.0,6.0
125987,116.0,108.0,8.0
125988,28.0,29.0,-1.0
125990,6.0,-14.0,20.0
125993,1.0,-9.0,10.0
125994,29.0,9.0,20.0
125995,7.0,-8.0,15.0
125997,12.0,8.0,4.0
125998,6.0,-15.0,21.0
126004,28.0,24.0,4.0
126006,15.0,14.0,1.0
126008,137.0,145.0,-8.0
126015,1.0,-1.0,2.0
126016,41.0,27.0,14.0
126017,39.0,28.0,11.0
126018,35.0,37.0,-2.0
126020,21.0,10.0,11.0
126027,14.0,40.0,-26.0
126033,64.0,52.0,12.0
126035,15.0,-4.0,19.0
126038,2.0,-15.0,17.0
126048,13.0,-7.0,20.0
126051,4.0,-14.0,18.0
126053,48.0,44.0,4.0
126054,3.0,-8.0,11.0
126058,4.0,10.0,-6.0
126063,8.0,10.0,-2.0
126064,6.0,4.0,2.0
126066,10.0,20.0,-10.0
126067,10.0,-7.0,17.0
126068,200.0,191.0,9.0
126069,218.0,198.0,20.0
126072,447.0,439.0,8.0
126073,8.0,3.0,5.0
126077,99.0,101.0,-2.0
126078,91.0,83.0,8.0
126106,131.0,125.0,6.0
126107,159.0,138.0,21.0
126108,112.0,97.0,15.0
126109,124.0,114.0,10.0
126116,31.0,24.0,7.0
126126,48.0,39.0,9.0
126127,19.0,28.0,-9.0
126130,33.0,27.0,6.0
126131,57.0,60.0,-3.0
126148,6.0,12.0,-6.0
126150,2.0,-16.0,18.0
126151,3.0,-16.0,19.0
126158,7.0,8.0,-1.0
126159,1.0,31.0,-30.0
126160,2.0,-17.0,19.0
126161,11.0,2.0,9.0
126163,6.0,-10.0,16.0
126171,5.0,5.0,0.0
126181,105.0,82.0,23.0
126182,69.0,60.0,9.0
126183,6.0,-3.0,9.0
126185,16.0,9.0,7.0
126186,15.0,-5.0,20.0
126187,8.0,4.0,4.0
126192,3.0,-8.0,11.0
126195,1.0,33.0,-32.0
126202,23.0,33.0,-10.0
126205,825.0,821.0,4.0
126210,10.0,-14.0,24.0
126211,41.0,44.0,-3.0
126236,287.0,257.0,30.0
126242,58.0,34.0,24.0
126243,8.0,-4.0,12.0
126246,22.0,7.0,15.0
126251,110.0,140.0,-30.0
126259,7.0,7.0,0.0
126263,15.0,4.0,11.0
126264,109.0,97.0,12.0
126265,9.0,9.0,0.0
126268,1.0,-11.0,12.0
126269,25.0,19.0,6.0
126270,2.0,-10.0,12.0
126271,81.0,72.0,9.0
126273,10.0,4.0,6.0
126274,15.0,14.0,1.0
126276,17.0,19.0,-2.0
126278,27.0,13.0,14.0
126279,6.0,-12.0,18.0
126280,26.0,23.0,3.0
126281,2.0,-11.0,13.0
126283,21.0,2.0,19.0
126285,6.0,-11.0,17.0
126286,28.0,26.0,2.0
126288,4.0,-7.0,11.0
126289,4.0,2.0,2.0
126291,46.0,23.0,23.0
126296,1.0,-9.0,10.0
126313,6.0,-12.0,18.0
126314,18.0,19.0,-1.0
126320,8.0,-13.0,21.0
126322,10.0,3.0,7.0
126328,27.0,13.0,14.0
126333,5.0,-8.0,13.0
126337,1.0,-19.0,20.0
126339,5.0,-6.0,11.0
126340,12.0,12.0,0.0
126341,14.0,7.0,7.0
126349,2.0,-6.0,8.0
126356,13.0,11.0,2.0
126364,3.0,4.0,-1.0
126367,54.0,48.0,6.0
126368,3.0,-9.0,12.0
126382,3.0,0.0,3.0
126383,45.0,42.0,3.0
126384,2.0,-7.0,9.0
126386,33.0,30.0,3.0
126387,197.0,175.0,22.0
126388,179.0,186.0,-7.0
126390,15.0,23.0,-8.0
126393,82.0,82.0,0.0
126396,9.0,2.0,7.0
126397,13.0,12.0,1.0
126402,38.0,22.0,16.0
126406,88.0,86.0,2.0
126408,83.0,80.0,3.0
126409,90.0,96.0,-6.0
126413,17.0,16.0,1.0
126416,31.0,11.0,20.0
126417,11.0,5.0,6.0
126421,1.0,-12.0,13.0
126424,17.0,0.0,17.0
126425,35.0,23.0,12.0
126426,4.0,3.0,1.0
126427,2.0,15.0,-13.0
126428,2.0,-4.0,6.0
126430,23.0,13.0,10.0
126438,4.0,-2.0,6.0
126443,1.0,-8.0,9.0
126445,3.0,7.0,-4.0
126452,5.0,7.0,-2.0
126454,6.0,-4.0,10.0
126455,3.0,-6.0,9.0
126460,31.0,22.0,9.0
126463,121.0,109.0,12.0
126465,2.0,-20.0,22.0
126469,36.0,47.0,-11.0
126471,32.0,36.0,-4.0
126472,32.0,17.0,15.0
126479,2.0,-16.0,18.0
126482,15.0,6.0,9.0
126483,5.0,17.0,-12.0
126485,33.0,11.0,22.0
126486,3.0,-2.0,5.0
126489,8.0,16.0,-8.0
126490,10.0,8.0,2.0
126492,11.0,19.0,-8.0
126493,19.0,-27.0,46.0
126495,7.0,6.0,1.0
126506,5.0,4.0,1.0
126507,7.0,-10.0,17.0
126515,11.0,-13.0,24.0
126516,6.0,1.0,5.0
126517,11.0,9.0,2.0
126524,12.0,-15.0,27.0
126526,6.0,-14.0,20.0
126527,20.0,12.0,8.0
126532,15.0,-4.0,19.0
126537,18.0,20.0,-2.0
126538,21.0,13.0,8.0
126542,41.0,29.0,12.0
126545,4.0,-4.0,8.0
126546,18.0,11.0,7.0
126547,2.0,-2.0,4.0
126548,1.0,0.0,1.0
126549,13.0,-1.0,14.0
126551,12.0,31.0,-19.0
126553,9.0,-9.0,18.0
126554,18.0,-7.0,25.0
126556,3.0,3.0,0.0
126559,5.0,-4.0,9.0
126564,1.0,-13.0,14.0
126568,21.0,15.0,6.0
126569,6.0,-23.0,29.0
126573,110.0,89.0,21.0
126589,12.0,7.0,5.0
126590,55.0,61.0,-6.0
126591,21.0,25.0,-4.0
126593,9.0,-5.0,14.0
126595,12.0,30.0,-18.0
126596,32.0,24.0,8.0
126598,21.0,6.0,15.0
126599,13.0,10.0,3.0
126600,13.0,16.0,-3.0
126601,24.0,44.0,-20.0
126602,46.0,37.0,9.0
126620,15.0,10.0,5.0
126625,1.0,-15.0,16.0
126628,16.0,8.0,8.0
126630,22.0,19.0,3.0
126645,34.0,23.0,11.0
126648,3.0,-21.0,24.0
126650,5.0,-9.0,14.0
126653,5.0,9.0,-4.0
126660,16.0,18.0,-2.0
126661,28.0,39.0,-11.0
126664,2.0,0.0,2.0
126670,5.0,7.0,-2.0
126672,7.0,-13.0,20.0
126674,16.0,-3.0,19.0
126676,51.0,72.0,-21.0
126680,4.0,-2.0,6.0
126694,10.0,11.0,-1.0
126703,43.0,26.0,17.0
126708,5.0,-14.0,19.0
126717,15.0,10.0,5.0
126719,80.0,62.0,18.0
126720,90.0,77.0,13.0
126726,7.0,2.0,5.0
126735,27.0,5.0,22.0
126741,12.0,10.0,2.0
126746,6.0,-6.0,12.0
126752,125.0,116.0,9.0
126753,1.0,-13.0,14.0
126754,27.0,24.0,3.0
126755,1.0,4.0,-3.0
126758,96.0,89.0,7.0
126761,82.0,60.0,22.0
126764,16.0,0.0,16.0
126765,9.0,15.0,-6.0
126766,5.0,2.0,3.0
126768,6.0,7.0,-1.0
126771,15.0,0.0,15.0
126786,22.0,28.0,-6.0
126788,6.0,3.0,3.0
126808,1.0,-9.0,10.0
126812,15.0,21.0,-6.0
126813,24.0,-2.0,26.0
126823,26.0,44.0,-18.0
126825,45.0,53.0,-8.0
126826,47.0,49.0,-2.0
126828,36.0,26.0,10.0
126836,10.0,-9.0,19.0
126840,7.0,1.0,6.0
126842,19.0,35.0,-16.0
126845,2.0,6.0,-4.0
126854,4.0,16.0,-12.0
126858,4.0,5.0,-1.0
126861,2.0,31.0,-29.0
126877,22.0,24.0,-2.0
126893,29.0,21.0,8.0
126894,29.0,23.0,6.0
126896,4.0,-2.0,6.0
126908,1.0,0.0,1.0
126911,1.0,17.0,-16.0
126912,28.0,-3.0,31.0
126915,18.0,16.0,2.0
126917,1.0,-6.0,7.0
126925,21.0,13.0,8.0
126926,4.0,-11.0,15.0
126928,11.0,4.0,7.0
126931,3.0,2.0,1.0
126939,5.0,27.0,-22.0
126942,12.0,15.0,-3.0
126956,4.0,-6.0,10.0
126965,6.0,-20.0,26.0
126968,10.0,5.0,5.0
126970,21.0,32.0,-11.0
126971,29.0,23.0,6.0
